edge,status,seconds,clauses,returncode
1:3,NOT_VERIFIED,2.287015,11173,1
1:4,NOT_VERIFIED,0.214171,11173,1
1:5,NOT_VERIFIED,2.431768,11173,1
1:7,NOT_VERIFIED,1.642413,11173,1
1:20,NOT_VERIFIED,0.661881,11173,1
1:21,NOT_VERIFIED,0.591453,11173,1
1:22,NOT_VERIFIED,0.297765,11173,1
1:23,NOT_VERIFIED,0.239256,11173,1
1:24,NOT_VERIFIED,0.381948,11173,1
1:25,NOT_VERIFIED,0.197177,11173,1
1:26,NOT_VERIFIED,0.213570,11173,1
1:27,NOT_VERIFIED,0.198270,11173,1
1:28,NOT_VERIFIED,0.670819,11173,1
1:29,NOT_VERIFIED,0.626660,11173,1
1:30,NOT_VERIFIED,0.234875,11173,1
1:31,NOT_VERIFIED,0.175548,11173,1
1:240,NOT_VERIFIED,2.584278,11173,1
1:243,NOT_VERIFIED,2.327275,11173,1
1:249,NOT_VERIFIED,2.768964,11173,1
1:252,NOT_VERIFIED,1.945267,11173,1
1:296,NOT_VERIFIED,2.401496,11173,1
1:314,NOT_VERIFIED,3.913633,11173,1
1:412,NOT_VERIFIED,0.154778,11173,1
1:413,NOT_VERIFIED,0.165185,11173,1
1:414,NOT_VERIFIED,0.149981,11173,1
1:415,NOT_VERIFIED,0.464527,11173,1
1:416,NOT_VERIFIED,0.152540,11173,1
1:417,NOT_VERIFIED,0.195010,11173,1
1:418,NOT_VERIFIED,0.145571,11173,1
1:419,NOT_VERIFIED,0.171881,11173,1
1:420,NOT_VERIFIED,0.442001,11173,1
1:421,NOT_VERIFIED,0.148316,11173,1
1:422,NOT_VERIFIED,0.217217,11173,1
1:423,NOT_VERIFIED,0.162068,11173,1
2:7,NOT_VERIFIED,0.270113,11173,1
2:69,NOT_VERIFIED,0.136932,11173,1
2:70,NOT_VERIFIED,0.271383,11173,1
2:72,NOT_VERIFIED,1.790492,11173,1
2:200,NOT_VERIFIED,1.651304,11173,1
2:254,NOT_VERIFIED,0.303772,11173,1
2:260,NOT_VERIFIED,0.220399,11173,1
2:261,NOT_VERIFIED,0.680823,11173,1
2:270,NOT_VERIFIED,2.522808,11173,1
2:380,NOT_VERIFIED,2.013837,11173,1
2:383,NOT_VERIFIED,2.489526,11173,1
2:386,NOT_VERIFIED,0.633363,11173,1
2:388,NOT_VERIFIED,0.774216,11173,1
3:5,NOT_VERIFIED,2.329101,11173,1
3:7,NOT_VERIFIED,0.294749,11173,1
3:75,NOT_VERIFIED,2.310014,11173,1
3:76,NOT_VERIFIED,2.176587,11173,1
3:86,NOT_VERIFIED,2.234117,11173,1
3:99,NOT_VERIFIED,2.437830,11173,1
3:306,NOT_VERIFIED,2.906886,11173,1
3:346,NOT_VERIFIED,1.907890,11173,1
3:352,NOT_VERIFIED,2.375077,11173,1
3:381,NOT_VERIFIED,1.608260,11173,1
3:384,NOT_VERIFIED,2.098858,11173,1
3:389,NOT_VERIFIED,2.738183,11173,1
4:5,NOT_VERIFIED,1.585348,11173,1
4:6,NOT_VERIFIED,0.207020,11173,1
4:83,NOT_VERIFIED,1.999296,11173,1
4:91,NOT_VERIFIED,2.273864,11173,1
5:64,NOT_VERIFIED,2.122772,11173,1
5:67,NOT_VERIFIED,2.571816,11173,1
6:73,NOT_VERIFIED,2.027223,11173,1
6:80,NOT_VERIFIED,1.531867,11173,1
6:81,NOT_VERIFIED,2.285638,11173,1
7:78,NOT_VERIFIED,1.643389,11173,1
7:87,NOT_VERIFIED,0.681284,11173,1
7:89,NOT_VERIFIED,2.437388,11173,1
10:21,NOT_VERIFIED,0.234939,11173,1
10:146,NOT_VERIFIED,0.225247,11173,1
10:147,NOT_VERIFIED,0.236485,11173,1
10:156,NOT_VERIFIED,0.214999,11173,1
10:372,NOT_VERIFIED,0.211979,11173,1
10:396,NOT_VERIFIED,0.154723,11173,1
11:31,NOT_VERIFIED,0.167026,11173,1
11:161,NOT_VERIFIED,0.276138,11173,1
11:162,NOT_VERIFIED,0.283217,11173,1
11:171,NOT_VERIFIED,0.243974,11173,1
11:331,NOT_VERIFIED,2.339127,11173,1
11:397,NOT_VERIFIED,0.144204,11173,1
12:22,NOT_VERIFIED,0.159716,11173,1
12:156,NOT_VERIFIED,0.199302,11173,1
12:159,NOT_VERIFIED,0.599329,11173,1
12:174,NOT_VERIFIED,0.150930,11173,1
12:398,NOT_VERIFIED,0.154253,11173,1
13:30,NOT_VERIFIED,0.212637,11173,1
13:151,NOT_VERIFIED,0.204174,11173,1
13:154,NOT_VERIFIED,0.207154,11173,1
13:161,NOT_VERIFIED,0.246676,11173,1
13:399,NOT_VERIFIED,0.151045,11173,1
14:23,NOT_VERIFIED,0.157126,11173,1
14:164,NOT_VERIFIED,0.150643,11173,1
14:173,NOT_VERIFIED,0.461196,11173,1
14:174,NOT_VERIFIED,0.166772,11173,1
14:357,NOT_VERIFIED,1.901219,11173,1
14:400,NOT_VERIFIED,0.158189,11173,1
15:29,NOT_VERIFIED,0.163018,11173,1
15:154,NOT_VERIFIED,0.278099,11173,1
15:168,NOT_VERIFIED,0.224765,11173,1
15:169,NOT_VERIFIED,0.326577,11173,1
15:303,NOT_VERIFIED,0.481912,11173,1
15:401,NOT_VERIFIED,0.175722,11173,1
16:24,NOT_VERIFIED,0.289262,11173,1
16:163,NOT_VERIFIED,0.239356,11173,1
16:164,NOT_VERIFIED,0.153104,11173,1
16:402,NOT_VERIFIED,0.167855,11173,1
17:28,NOT_VERIFIED,0.157453,11173,1
17:403,NOT_VERIFIED,0.142263,11173,1
18:25,NOT_VERIFIED,0.150457,11173,1
18:376,NOT_VERIFIED,0.350198,11173,1
18:404,NOT_VERIFIED,0.189810,11173,1
19:27,NOT_VERIFIED,0.163853,11173,1
19:349,NOT_VERIFIED,0.149009,11173,1
19:405,NOT_VERIFIED,0.234149,11173,1
20:8,NOT_VERIFIED,0.242881,11173,1
20:21,NOT_VERIFIED,0.224050,11173,1
20:25,NOT_VERIFIED,0.207928,11173,1
20:35,NOT_VERIFIED,0.147437,11173,1
20:39,NOT_VERIFIED,0.246700,11173,1
20:63,NOT_VERIFIED,0.631957,11173,1
20:69,NOT_VERIFIED,0.147875,11173,1
20:265,NOT_VERIFIED,0.141970,11173,1
20:280,NOT_VERIFIED,0.718213,11173,1
20:306,NOT_VERIFIED,0.149236,11173,1
20:369,NOT_VERIFIED,0.221009,11173,1
20:375,NOT_VERIFIED,0.244339,11173,1
21:22,NOT_VERIFIED,0.188619,11173,1
21:32,NOT_VERIFIED,1.166178,11173,1
21:38,NOT_VERIFIED,0.818200,11173,1
21:44,NOT_VERIFIED,1.904016,11173,1
21:81,NOT_VERIFIED,2.394395,11173,1
21:213,NOT_VERIFIED,0.247872,11173,1
21:256,NOT_VERIFIED,0.228001,11173,1
21:270,NOT_VERIFIED,0.236022,11173,1
21:302,NOT_VERIFIED,0.189427,11173,1
21:327,NOT_VERIFIED,1.255983,11173,1
21:363,NOT_VERIFIED,2.324601,11173,1
21:381,NOT_VERIFIED,0.224970,11173,1
22:23,NOT_VERIFIED,0.192414,11173,1
22:36,NOT_VERIFIED,0.306244,11173,1
22:43,NOT_VERIFIED,0.557402,11173,1
22:54,NOT_VERIFIED,2.118531,11173,1
22:91,NOT_VERIFIED,0.461631,11173,1
22:267,NOT_VERIFIED,0.232321,11173,1
22:274,NOT_VERIFIED,0.354911,11173,1
22:361,NOT_VERIFIED,2.366972,11173,1
22:367,NOT_VERIFIED,0.211690,11173,1
23:24,NOT_VERIFIED,0.222509,11173,1
23:33,NOT_VERIFIED,0.208979,11173,1
23:42,NOT_VERIFIED,0.218814,11173,1
23:60,NOT_VERIFIED,0.339886,11173,1
23:67,NOT_VERIFIED,2.250587,11173,1
23:75,NOT_VERIFIED,0.668529,11173,1
23:264,NOT_VERIFIED,2.446594,11173,1
23:275,NOT_VERIFIED,0.241045,11173,1
23:343,NOT_VERIFIED,2.503224,11173,1
23:378,NOT_VERIFIED,2.502493,11173,1
23:386,NOT_VERIFIED,0.272907,11173,1
24:25,NOT_VERIFIED,0.597948,11173,1
24:37,NOT_VERIFIED,0.149522,11173,1
24:41,NOT_VERIFIED,0.212230,11173,1
24:49,NOT_VERIFIED,1.860310,11173,1
24:86,NOT_VERIFIED,2.112156,11173,1
24:260,NOT_VERIFIED,0.216044,11173,1
24:269,NOT_VERIFIED,2.211159,11173,1
24:337,NOT_VERIFIED,1.982894,11173,1
24:382,NOT_VERIFIED,1.727815,11173,1
25:34,NOT_VERIFIED,0.208009,11173,1
25:40,NOT_VERIFIED,0.226084,11173,1
25:51,NOT_VERIFIED,0.217156,11173,1
25:70,NOT_VERIFIED,0.468410,11173,1
25:89,NOT_VERIFIED,0.148625,11173,1
25:277,NOT_VERIFIED,0.159391,11173,1
25:307,NOT_VERIFIED,1.975805,11173,1
25:348,NOT_VERIFIED,0.219944,11173,1
25:371,NOT_VERIFIED,2.215083,11173,1
25:374,NOT_VERIFIED,2.327096,11173,1
26:9,NOT_VERIFIED,0.230488,11173,1
26:27,NOT_VERIFIED,0.175852,11173,1
26:31,NOT_VERIFIED,0.185036,11173,1
26:35,NOT_VERIFIED,0.195779,11173,1
26:40,NOT_VERIFIED,0.289850,11173,1
26:58,NOT_VERIFIED,1.340193,11173,1
26:64,NOT_VERIFIED,0.942568,11173,1
26:271,NOT_VERIFIED,1.290100,11173,1
26:272,NOT_VERIFIED,0.176584,11173,1
26:305,NOT_VERIFIED,0.287794,11173,1
26:333,NOT_VERIFIED,1.921002,11173,1
26:380,NOT_VERIFIED,0.314767,11173,1
26:392,NOT_VERIFIED,0.539386,11173,1
27:28,NOT_VERIFIED,0.208225,11173,1
27:32,NOT_VERIFIED,0.356089,11173,1
27:41,NOT_VERIFIED,0.286649,11173,1
27:47,NOT_VERIFIED,0.610901,11173,1
27:80,NOT_VERIFIED,0.329258,11173,1
27:83,NOT_VERIFIED,0.274126,11173,1
27:301,NOT_VERIFIED,2.378097,11173,1
27:326,NOT_VERIFIED,2.271255,11173,1
28:29,NOT_VERIFIED,0.369478,11173,1
28:37,NOT_VERIFIED,0.180919,11173,1
28:42,NOT_VERIFIED,0.804799,11173,1
28:50,NOT_VERIFIED,0.997255,11173,1
28:73,NOT_VERIFIED,1.587294,11173,1
28:299,NOT_VERIFIED,1.754522,11173,1
28:355,NOT_VERIFIED,0.954459,11173,1
28:388,NOT_VERIFIED,0.235523,11173,1
29:30,NOT_VERIFIED,0.266237,11173,1
29:34,NOT_VERIFIED,0.204800,11173,1
29:43,NOT_VERIFIED,0.513611,11173,1
29:59,NOT_VERIFIED,0.275079,11173,1
29:72,NOT_VERIFIED,0.367822,11173,1
29:87,NOT_VERIFIED,0.238227,11173,1
29:340,NOT_VERIFIED,2.275616,11173,1
29:346,NOT_VERIFIED,0.225470,11173,1
29:350,NOT_VERIFIED,0.232688,11173,1
30:31,NOT_VERIFIED,0.227132,11173,1
30:36,NOT_VERIFIED,0.279656,11173,1
30:38,NOT_VERIFIED,0.282266,11173,1
30:46,NOT_VERIFIED,0.283650,11173,1
30:78,NOT_VERIFIED,1.226909,11173,1
30:338,NOT_VERIFIED,1.589094,11173,1
30:384,NOT_VERIFIED,0.288312,11173,1
31:33,NOT_VERIFIED,0.254510,11173,1
31:39,NOT_VERIFIED,0.181231,11173,1
31:55,NOT_VERIFIED,1.649434,11173,1
31:76,NOT_VERIFIED,1.659168,11173,1
31:342,NOT_VERIFIED,2.240863,11173,1
31:344,NOT_VERIFIED,2.305221,11173,1
32:406,NOT_VERIFIED,0.212380,11173,1
33:407,NOT_VERIFIED,0.157612,11173,1
34:408,NOT_VERIFIED,0.349896,11173,1
35:39,NOT_VERIFIED,0.153425,11173,1
35:40,NOT_VERIFIED,0.164728,11173,1
35:372,NOT_VERIFIED,0.222121,11173,1
35:409,NOT_VERIFIED,0.177995,11173,1
36:38,NOT_VERIFIED,0.216686,11173,1
36:43,NOT_VERIFIED,0.223258,11173,1
36:410,NOT_VERIFIED,0.148899,11173,1
37:41,NOT_VERIFIED,0.240175,11173,1
37:42,NOT_VERIFIED,0.188698,11173,1
37:376,NOT_VERIFIED,0.380816,11173,1
37:411,NOT_VERIFIED,0.146104,11173,1
38:380,NOT_VERIFIED,0.672058,11173,1
38:386,NOT_VERIFIED,0.892921,11173,1
38:391,NOT_VERIFIED,0.301456,11173,1
56:98,NOT_VERIFIED,1.989251,11173,1
56:99,NOT_VERIFIED,2.350042,11173,1
64:66,NOT_VERIFIED,2.423602,11173,1
64:98,NOT_VERIFIED,2.257616,11173,1
65:67,NOT_VERIFIED,2.518242,11173,1
65:90,NOT_VERIFIED,2.491082,11173,1
66:77,NOT_VERIFIED,2.189962,11173,1
67:75,NOT_VERIFIED,2.202786,11173,1
68:72,NOT_VERIFIED,2.545444,11173,1
68:74,NOT_VERIFIED,2.487577,11173,1
69:70,NOT_VERIFIED,0.264325,11173,1
69:71,NOT_VERIFIED,2.418845,11173,1
70:89,NOT_VERIFIED,0.147044,11173,1
71:88,NOT_VERIFIED,2.589757,11173,1
72:87,NOT_VERIFIED,2.201211,11173,1
73:80,NOT_VERIFIED,0.678257,11173,1
73:82,NOT_VERIFIED,2.661497,11173,1
74:81,NOT_VERIFIED,2.362781,11173,1
75:86,NOT_VERIFIED,2.691307,11173,1
76:85,NOT_VERIFIED,2.301119,11173,1
77:86,NOT_VERIFIED,2.286971,11173,1
78:87,NOT_VERIFIED,2.574450,11173,1
78:88,NOT_VERIFIED,2.691382,11173,1
79:85,NOT_VERIFIED,2.683496,11173,1
79:89,NOT_VERIFIED,2.605911,11173,1
80:83,NOT_VERIFIED,1.650152,11173,1
82:84,NOT_VERIFIED,2.279604,11173,1
83:90,NOT_VERIFIED,2.349335,11173,1
84:91,NOT_VERIFIED,2.298070,11173,1
100:55,NOT_VERIFIED,2.716795,11173,1
100:57,NOT_VERIFIED,2.435604,11173,1
100:59,NOT_VERIFIED,2.384503,11173,1
100:65,NOT_VERIFIED,2.235219,11173,1
100:95,NOT_VERIFIED,2.369689,11173,1
100:143,NOT_VERIFIED,2.246165,11173,1
100:160,NOT_VERIFIED,1.539155,11173,1
100:182,NOT_VERIFIED,2.555996,11173,1
100:217,NOT_VERIFIED,2.641195,11173,1
100:290,NOT_VERIFIED,2.908419,11173,1
100:315,NOT_VERIFIED,2.194086,11173,1
100:332,NOT_VERIFIED,2.234201,11173,1
101:55,NOT_VERIFIED,2.161066,11173,1
101:161,NOT_VERIFIED,3.366525,11173,1
101:206,NOT_VERIFIED,2.356206,11173,1
101:215,NOT_VERIFIED,2.453569,11173,1
101:218,NOT_VERIFIED,2.492095,11173,1
101:289,NOT_VERIFIED,2.433298,11173,1
101:323,VERIFIED,3.238601,11173,0
102:67,NOT_VERIFIED,2.264050,11173,1
102:159,NOT_VERIFIED,0.987803,11173,1
102:184,NOT_VERIFIED,2.329909,11173,1
102:194,NOT_VERIFIED,2.301835,11173,1
102:195,NOT_VERIFIED,2.548172,11173,1
102:210,NOT_VERIFIED,2.245817,11173,1
102:214,NOT_VERIFIED,2.989178,11173,1
102:223,NOT_VERIFIED,0.647710,11173,1
102:233,NOT_VERIFIED,2.182419,11173,1
102:238,NOT_VERIFIED,2.218718,11173,1
102:245,NOT_VERIFIED,2.384610,11173,1
102:322,NOT_VERIFIED,2.760692,11173,1
103:54,NOT_VERIFIED,2.537419,11173,1
103:156,NOT_VERIFIED,2.373076,11173,1
103:194,NOT_VERIFIED,2.702254,11173,1
103:212,NOT_VERIFIED,2.411512,11173,1
103:213,NOT_VERIFIED,2.510554,11173,1
103:292,NOT_VERIFIED,2.733095,11173,1
103:304,NOT_VERIFIED,1.323513,11173,1
103:305,NOT_VERIFIED,2.100584,11173,1
103:318,NOT_VERIFIED,1.928412,11173,1
104:54,NOT_VERIFIED,2.644191,11173,1
104:63,NOT_VERIFIED,2.308417,11173,1
104:66,NOT_VERIFIED,3.673881,11173,1
104:94,NOT_VERIFIED,2.561478,11173,1
104:155,NOT_VERIFIED,1.102687,11173,1
104:185,NOT_VERIFIED,2.382311,11173,1
104:214,NOT_VERIFIED,2.755974,11173,1
104:291,NOT_VERIFIED,2.661611,11173,1
104:306,NOT_VERIFIED,2.688888,11173,1
104:308,NOT_VERIFIED,2.206205,11173,1
104:341,NOT_VERIFIED,2.850073,11173,1
105:53,NOT_VERIFIED,2.387862,11173,1
105:61,NOT_VERIFIED,2.430196,11173,1
105:69,NOT_VERIFIED,2.466360,11173,1
105:152,NOT_VERIFIED,1.783295,11173,1
105:178,NOT_VERIFIED,2.143877,11173,1
105:190,NOT_VERIFIED,0.614872,11173,1
105:200,NOT_VERIFIED,2.160992,11173,1
105:201,NOT_VERIFIED,2.707242,11173,1
105:210,NOT_VERIFIED,2.801553,11173,1
105:214,NOT_VERIFIED,2.537374,11173,1
105:225,NOT_VERIFIED,2.107009,11173,1
105:239,NOT_VERIFIED,2.278114,11173,1
105:242,NOT_VERIFIED,2.139603,11173,1
105:308,NOT_VERIFIED,2.559326,11173,1
105:313,NOT_VERIFIED,2.957608,11173,1
105:377,NOT_VERIFIED,3.310820,11173,1
106:7,NOT_VERIFIED,2.192900,11173,1
106:53,NOT_VERIFIED,2.205808,11173,1
106:142,NOT_VERIFIED,2.456699,11173,1
106:177,NOT_VERIFIED,2.968508,11173,1
106:212,NOT_VERIFIED,2.717441,11173,1
106:240,NOT_VERIFIED,2.311576,11173,1
106:242,NOT_VERIFIED,2.640681,11173,1
106:312,NOT_VERIFIED,2.290278,11173,1
106:320,NOT_VERIFIED,3.344226,11173,1
106:321,NOT_VERIFIED,2.719790,11173,1
106:344,NOT_VERIFIED,2.445474,11173,1
107:51,NOT_VERIFIED,2.213457,11173,1
107:62,NOT_VERIFIED,3.010581,11173,1
107:153,NOT_VERIFIED,0.218813,11173,1
107:200,NOT_VERIFIED,1.815786,11173,1
107:209,NOT_VERIFIED,2.699951,11173,1
107:211,NOT_VERIFIED,1.793603,11173,1
107:290,NOT_VERIFIED,2.485721,11173,1
107:388,NOT_VERIFIED,0.668805,11173,1
108:51,NOT_VERIFIED,2.322270,11173,1
108:52,NOT_VERIFIED,2.605210,11173,1
108:60,NOT_VERIFIED,2.581071,11173,1
108:68,NOT_VERIFIED,2.613254,11173,1
108:96,NOT_VERIFIED,2.475852,11173,1
108:142,NOT_VERIFIED,2.616101,11173,1
108:150,NOT_VERIFIED,0.280296,11173,1
108:179,NOT_VERIFIED,2.446708,11173,1
108:210,NOT_VERIFIED,2.499648,11173,1
108:289,NOT_VERIFIED,2.473619,11173,1
108:300,NOT_VERIFIED,2.456012,11173,1
108:377,NOT_VERIFIED,3.205685,11173,1
109:72,NOT_VERIFIED,1.868469,11173,1
109:149,NOT_VERIFIED,0.294354,11173,1
109:197,NOT_VERIFIED,2.289636,11173,1
109:199,NOT_VERIFIED,2.327536,11173,1
109:205,NOT_VERIFIED,3.347966,11173,1
109:217,NOT_VERIFIED,2.405181,11173,1
109:220,NOT_VERIFIED,2.578855,11173,1
109:223,NOT_VERIFIED,0.298191,11173,1
109:227,NOT_VERIFIED,1.947276,11173,1
109:244,NOT_VERIFIED,2.415130,11173,1
109:246,NOT_VERIFIED,2.313126,11173,1
109:324,NOT_VERIFIED,2.393804,11173,1
109:387,NOT_VERIFIED,2.248003,11173,1
110:50,NOT_VERIFIED,2.531164,11173,1
110:58,NOT_VERIFIED,2.651801,11173,1
110:71,NOT_VERIFIED,2.316624,11173,1
110:93,NOT_VERIFIED,2.583151,11173,1
110:145,NOT_VERIFIED,2.465349,11173,1
110:204,NOT_VERIFIED,2.292478,11173,1
110:216,NOT_VERIFIED,2.396112,11173,1
110:220,NOT_VERIFIED,2.587703,11173,1
110:292,NOT_VERIFIED,2.523162,11173,1
110:305,NOT_VERIFIED,2.323331,11173,1
110:335,NOT_VERIFIED,2.478326,11173,1
111:50,NOT_VERIFIED,1.809754,11173,1
111:70,NOT_VERIFIED,0.291997,11173,1
111:148,NOT_VERIFIED,0.310872,11173,1
111:197,NOT_VERIFIED,2.244039,11173,1
111:219,NOT_VERIFIED,2.482571,11173,1
111:221,NOT_VERIFIED,2.497257,11173,1
111:291,NOT_VERIFIED,2.331408,11173,1
111:306,NOT_VERIFIED,1.889368,11173,1
111:310,NOT_VERIFIED,2.514389,11173,1
112:83,NOT_VERIFIED,2.626534,11173,1
112:172,NOT_VERIFIED,2.217016,11173,1
112:186,NOT_VERIFIED,0.445903,11173,1
112:198,NOT_VERIFIED,2.333482,11173,1
112:203,NOT_VERIFIED,2.193860,11173,1
112:205,NOT_VERIFIED,2.648974,11173,1
112:207,NOT_VERIFIED,2.314300,11173,1
112:221,NOT_VERIFIED,2.322734,11173,1
112:230,NOT_VERIFIED,2.558193,11173,1
112:244,NOT_VERIFIED,2.488173,11173,1
112:250,NOT_VERIFIED,2.280425,11173,1
112:345,NOT_VERIFIED,2.567565,11173,1
112:391,NOT_VERIFIED,2.708474,11173,1
113:58,NOT_VERIFIED,2.488981,11173,1
113:171,NOT_VERIFIED,2.094787,11173,1
113:187,NOT_VERIFIED,1.897571,11173,1
113:197,NOT_VERIFIED,2.437848,11173,1
113:199,NOT_VERIFIED,2.386437,11173,1
113:203,NOT_VERIFIED,2.587171,11173,1
113:287,NOT_VERIFIED,2.273394,11173,1
113:302,NOT_VERIFIED,2.423245,11173,1
113:311,NOT_VERIFIED,2.432100,11173,1
114:46,NOT_VERIFIED,2.167255,11173,1
114:58,NOT_VERIFIED,2.217276,11173,1
114:84,NOT_VERIFIED,2.521013,11173,1
114:97,NOT_VERIFIED,2.653566,11173,1
114:170,NOT_VERIFIED,2.414649,11173,1
114:188,NOT_VERIFIED,2.008953,11173,1
114:198,NOT_VERIFIED,2.815981,11173,1
114:220,NOT_VERIFIED,2.227034,11173,1
114:288,NOT_VERIFIED,2.595864,11173,1
114:334,NOT_VERIFIED,2.885048,11173,1
114:339,NOT_VERIFIED,2.408164,11173,1
115:45,NOT_VERIFIED,2.849185,11173,1
115:52,NOT_VERIFIED,2.264550,11173,1
115:91,NOT_VERIFIED,2.489409,11173,1
115:146,NOT_VERIFIED,1.538860,11173,1
115:179,NOT_VERIFIED,3.448909,11173,1
115:185,NOT_VERIFIED,2.028219,11173,1
115:201,NOT_VERIFIED,2.547876,11173,1
115:209,NOT_VERIFIED,1.849257,11173,1
115:211,NOT_VERIFIED,2.875822,11173,1
115:222,NOT_VERIFIED,0.898738,11173,1
115:234,NOT_VERIFIED,1.821380,11173,1
115:239,NOT_VERIFIED,2.338727,11173,1
115:241,NOT_VERIFIED,2.490777,11173,1
115:341,NOT_VERIFIED,2.644862,11173,1
115:358,NOT_VERIFIED,2.744348,11173,1
115:373,NOT_VERIFIED,2.327381,11173,1
116:44,NOT_VERIFIED,2.432655,11173,1
116:53,VERIFIED,3.174268,11173,0
116:147,NOT_VERIFIED,1.049919,11173,1
116:177,NOT_VERIFIED,2.718520,11173,1
116:178,NOT_VERIFIED,2.782588,11173,1
116:209,NOT_VERIFIED,2.621052,11173,1
116:281,NOT_VERIFIED,2.172131,11173,1
116:392,NOT_VERIFIED,1.714908,11173,1
117:44,NOT_VERIFIED,2.669066,11173,1
117:51,NOT_VERIFIED,2.870715,11173,1
117:90,NOT_VERIFIED,2.482614,11173,1
117:93,NOT_VERIFIED,2.437806,11173,1
117:139,NOT_VERIFIED,2.413494,11173,1
117:145,NOT_VERIFIED,2.635123,11173,1
117:179,NOT_VERIFIED,2.246712,11173,1
117:202,NOT_VERIFIED,2.740548,11173,1
117:282,NOT_VERIFIED,2.500569,11173,1
117:319,NOT_VERIFIED,2.504537,11173,1
117:365,NOT_VERIFIED,2.780332,11173,1
117:373,NOT_VERIFIED,2.674661,11173,1
118:6,NOT_VERIFIED,2.601481,11173,1
118:45,NOT_VERIFIED,2.473070,11173,1
118:139,NOT_VERIFIED,2.342327,11173,1
118:140,NOT_VERIFIED,2.328273,11173,1
118:183,NOT_VERIFIED,2.705381,11173,1
118:200,NOT_VERIFIED,2.729881,11173,1
118:228,NOT_VERIFIED,2.321073,11173,1
118:239,NOT_VERIFIED,2.755880,11173,1
118:295,NOT_VERIFIED,2.425293,11173,1
118:314,NOT_VERIFIED,2.646479,11173,1
118:340,NOT_VERIFIED,2.209512,11173,1
119:76,NOT_VERIFIED,2.821283,11173,1
119:151,NOT_VERIFIED,1.824897,11173,1
119:182,NOT_VERIFIED,2.413621,11173,1
119:191,NOT_VERIFIED,1.882844,11173,1
119:199,NOT_VERIFIED,3.063688,11173,1
119:204,NOT_VERIFIED,1.962896,11173,1
119:219,NOT_VERIFIED,2.424013,11173,1
119:221,NOT_VERIFIED,2.218102,11173,1
119:231,NOT_VERIFIED,2.368216,11173,1
119:246,NOT_VERIFIED,2.798642,11173,1
119:250,NOT_VERIFIED,2.789237,11173,1
119:353,NOT_VERIFIED,2.288505,11173,1
119:379,NOT_VERIFIED,2.623067,11173,1
120:46,NOT_VERIFIED,2.308938,11173,1
120:50,NOT_VERIFIED,1.901945,11173,1
120:77,NOT_VERIFIED,2.854598,11173,1
120:96,NOT_VERIFIED,2.377764,11173,1
120:150,NOT_VERIFIED,2.100924,11173,1
